v110	v90	v70	v50	v20
-10.46	-11.00	-11.69	10.77	0.63
-10.06	-10.88	-9.95	10.18	-0.22
-9.07	-10.83	-8.52	10.09	-0.45
-10.78	-10.41	-8.49	10.91	0.04
-10.72	-9.68	-10.17	12.53	0.14
-7.20	-8.83	-9.30	13.78	0.05
-7.36	-8.78	-10.98	11.76	0.03
-7.51	-10.09	-9.76	8.59	-0.10
-2.85	-10.90	-8.81	8.85	0.02
-10.09	-11.48	-8.99	6.47	0.00
-9.51	-11.83	-6.46	5.33	-0.04
-4.82	-11.27	-5.69	7.89	-0.12
-2.09	-10.53	-8.05	9.76	-0.82
-0.29	-10.14	-7.77	9.04	0.04
0.47	-11.52	-5.14	7.62	0.26
-5.72	-13.15	-3.01	5.82	0.42
-10.37	-13.75	-4.00	4.98	0.61
-4.81	-14.64	-2.92	4.94	-0.72
-2.30	-16.92	-1.64	2.34	0.07
3.58	-16.78	-1.75	1.10	-0.07
10.54	-15.02	-1.92	1.02	-0.38
12.23	-17.02	-1.28	1.57	0.46
5.06	-18.77	-1.99	2.46	0.10
3.90	-18.34	-2.91	2.36	0.18
6.44	-18.16	0.03	1.98	0.26
12.71	-18.02	-1.13	-0.01	-0.44
6.45	-21.65	-2.98	-1.16	0.12
-3.24	-23.05	-2.35	-1.68	0.05
0.56	-23.15	-0.21	-3.33	-0.28
10.99	-25.93	0.42	-1.82	0.08
15.22	-25.39	0.07	-2.36	-0.09
13.29	-22.82	-0.83	-2.11	0.32
5.15	-22.93	-0.30	-2.01	-0.07
4.51	-24.19	-1.70	-2.43	0.35
8.34	-27.00	-1.83	-3.55	-0.09
10.68	-26.70	-1.49	-4.83	0.03
14.06	-24.84	-1.44	-5.90	-0.23
12.19	-20.05	-0.39	-5.74	-0.12
9.72	-25.72	0.42	-5.16	0.32
14.00	-26.50	-0.06	-5.66	0.13
13.04	-27.47	0.96	-4.99	0.02
17.01	-23.86	-1.32	-2.89	0.64
17.67	-22.74	-3.29	-3.83	-0.02
15.75	-24.44	-2.63	-5.91	0.31
14.05	-28.67	-2.49	-6.92	0.82
16.83	-23.04	-1.25	-7.09	0.41
22.31	-24.60	0.73	-6.66	0.32
27.32	-24.77	-0.92	-5.94	0.01
24.98	-26.38	-4.61	-3.94	0.20
25.79	-24.40	-6.94	-3.53	-0.06
17.83	-16.93	-7.50	-2.64	0.37
10.57	-14.54	-6.45	-4.66	-0.04
17.00	-16.13	-3.45	-6.90	0.57
22.26	-16.35	-3.13	-6.44	0.93
27.30	-16.48	-3.78	-5.56	0.62
25.56	-18.08	-6.72	-2.98	0.33
26.33	-23.29	-8.88	-4.63	0.18
28.20	-20.99	-9.59	-6.19	0.63
23.25	-18.38	-8.27	-3.88	-0.01
20.13	-15.53	-7.58	-3.61	0.64
22.82	-9.26	-7.82	-4.29	0.59
21.34	-5.34	-9.20	-4.12	0.49
20.50	-7.98	-9.56	-2.02	0.38
21.75	-10.90	-9.30	0.17	0.85
21.36	-18.65	-10.33	-0.80	1.22
17.27	-18.81	-12.48	-3.23	0.41
18.24	-14.91	-14.34	-4.43	0.27
19.30	-11.15	-15.57	-4.02	0.40
21.33	-6.29	-15.81	-2.69	0.60
25.84	-3.48	-16.53	-1.71	0.76
24.64	-2.71	-18.22	-0.45	0.62
18.02	-2.98	-17.96	-1.80	0.28
13.41	-5.32	-15.61	-2.72	1.20
13.45	-7.82	-13.31	-1.74	0.54
12.89	-6.74	-15.18	-1.87	0.21
14.00	-8.71	-17.25	-1.00	-0.08
16.41	-6.62	-18.16	-0.87	-0.02
16.82	0.21	-17.90	-0.38	0.24
18.00	0.50	-18.28	-1.31	0.65
18.12	1.31	-18.99	-1.31	0.56
15.84	1.70	-22.47	-0.75	0.79
16.53	-4.86	-23.66	-0.71	1.03
14.17	-5.29	-22.92	-0.85	0.60
12.75	-0.17	-21.99	0.44	0.66
9.80	0.25	-19.82	0.67	-0.03
9.45	-0.19	-18.51	0.02	0.08
14.45	-1.34	-17.70	-0.18	0.53
18.28	1.00	-17.77	-0.43	-0.05
21.14	2.91	-16.85	-1.06	0.35
14.02	3.70	-6.30	0.36	0.42
7.62	1.63	-5.11	0.15	1.04
4.19	-2.41	-5.27	-0.33	0.44
5.06	-2.00	-6.23	-0.97	-0.02
6.27	-1.93	-5.43	-0.46	-0.02
9.85	6.21	-4.68	-0.38	0.07
12.41	5.01	-3.68	-1.32	0.53
11.00	3.67	-4.00	-0.84	-0.14
9.55	1.77	-5.21	-0.28	0.65
7.93	1.99	-5.52	-0.08	0.13
9.96	-0.01	-5.83	0.52	0.03
11.51	4.94	-6.20	0.01	0.11
11.19	3.34	-6.06	0.03	0.46
9.85	3.10	-6.25	-0.82	0.46
9.21	3.34	-5.98	-2.78	-0.04
9.55	1.88	-5.61	-3.19	-0.02
11.32	2.38	-5.24	-3.28	0.12
12.68	5.90	-5.64	-1.37	0.30
12.83	2.17	-7.34	-1.49	0.42
11.85	-1.45	-8.66	0.58	1.30
12.63	3.14	-8.75	0.09	0.41
14.10	4.65	-7.27	-0.21	0.19
16.54	2.77	-5.98	-1.92	0.18
16.33	3.91	-6.03	-1.83	0.18
16.50	5.25	-8.47	-1.26	0.10
13.26	3.54	-8.76	-0.45	0.80
12.54	3.55	-9.72	-0.43	0.14
14.43	3.34	-9.85	-1.21	-0.04
15.63	0.80	-9.11	-1.59	-0.46
16.01	-1.00	-9.21	-1.92	0.10
16.22	5.35	-9.67	-2.91	0.12
16.29	9.39	-9.26	-2.90	0.24
16.48	9.96	-9.00	-1.75	-0.14
19.43	6.37	-9.20	-1.65	0.01
19.64	-1.08	-9.96	-2.10	0.26
20.83	1.79	-9.87	-1.37	-0.58
26.00	9.19	-10.39	-2.36	0.13
32.71	8.60	-11.04	-2.70	0.00
34.93	7.05	-10.48	-2.62	0.29
34.33	2.78	-11.97	-3.75	0.49
35.20	4.15	-14.66	-3.60	-0.16
40.47	4.40	-18.58	-2.28	-0.02
43.08	9.71	-17.34	-1.91	-0.34
43.86	12.03	-16.37	-1.04	-0.28
48.40	9.10	-14.47	-2.20	-0.34
53.31	8.55	-12.92	-4.55	0.43
56.37	3.13	-11.67	-4.51	0.11
57.62	4.55	-13.74	-5.05	0.05
58.61	6.21	-18.97	-3.65	0.27
58.81	9.56	-23.08	-2.95	-0.13
59.90	9.53	-22.13	-2.62	-0.14
61.36	7.71	-17.67	-1.30	-0.22
60.24	6.44	-13.38	-0.43	0.21
62.15	7.46	-14.70	-1.40	0.36
69.46	5.85	-16.50	-2.99	0.26
76.71	6.61	-18.79	-3.20	-0.32
82.90	8.33	-19.91	-2.08	-0.88
79.90	12.23	-19.93	-1.96	-0.48
76.86	16.52	-17.92	-1.29	0.25
73.30	13.77	-16.92	-0.84	0.06
77.01	12.90	-16.07	-1.20	0.07
88.45	9.95	-14.96	-0.98	-0.18
89.48	11.57	-13.45	-2.04	-0.17
88.07	9.03	-11.80	-3.16	-0.09
77.47	10.81	-13.99	-2.93	-0.73
83.86	15.69	-11.96	-1.77	-0.24
78.80	15.63	-13.60	-0.82	0.02
86.94	16.09	-12.95	0.58	-0.29
106.00	14.99	-13.61	-1.22	-0.08
81.37	14.02	-13.20	-2.27	0.43
76.07	12.70	-10.06	-2.49	-0.35
68.42	10.79	-8.03	-1.16	0.28
102.29	9.83	-10.66	-0.88	-0.77
73.54	10.28	-9.77	-1.06	-0.49
99.59	13.97	-4.68	-0.65	0.00
72.48	18.43	0.78	-0.60	-0.02
73.37	16.40	-2.94	-1.22	-0.74
97.84	11.43	-6.32	-0.79	0.29
61.70	9.89	-7.46	-0.87	-0.01
62.98	8.49	-3.73	-1.59	0.35
96.36	10.99	-4.18	-1.57	0.22
96.20	10.66	-3.08	-2.34	-0.43
65.18	13.97	0.09	-1.81	-0.54
52.26	10.28	-0.81	-1.87	-0.01
63.56	8.44	-1.08	-1.22	-0.06
92.91	7.48	-0.87	-1.45	-0.17
92.40	7.06	4.82	-1.22	-0.13
89.32	6.19	1.91	-1.18	0.54
90.22	8.61	2.85	-1.62	0.16
36.81	8.59	-0.27	-1.50	-0.18
88.10	11.24	3.85	-1.97	-0.28
87.89	10.71	1.56	-1.25	0.63
-38.65	10.26	2.74	-1.54	0.22
-231.40	9.03	6.59	-1.98	-0.01
-403.09	7.02	9.77	-2.74	0.11
-372.71	7.11	9.81	-3.59	0.61
-140.84	9.07	9.58	-3.79	0.49
-9.16	10.72	11.41	-3.43	0.23
-23.63	10.70	9.52	-3.02	0.20
-105.26	9.14	7.74	-3.17	-0.11
-230.51	8.55	6.39	-2.59	0.39
-310.30	10.30	7.59	-2.66	0.55
-285.84	9.30	12.55	-3.57	0.48
-223.45	10.12	11.68	-4.10	-0.10
-183.76	11.24	10.77	-4.57	0.23
-211.80	11.51	10.01	-4.83	0.39
-255.29	11.94	12.65	-4.74	0.51
-298.29	11.10	9.32	-4.70	0.06
-271.65	10.60	8.10	-4.54	0.63
-227.35	9.64	6.75	-4.05	0.16
-219.33	9.93	7.30	-4.12	0.17
-219.25	10.27	9.57	-3.95	0.65
-236.82	11.30	10.53	-4.76	-0.01
-249.08	12.72	8.91	-5.62	0.13
-244.26	13.43	9.33	-5.40	0.31
-234.40	12.67	5.05	-5.00	0.92
-220.56	10.79	5.93	-4.99	0.84
-225.55	9.86	5.64	-4.74	0.30
-221.82	10.15	6.11	-5.10	0.57
-224.95	10.87	5.62	-5.33	0.97
-222.94	11.94	9.33	-5.06	0.34
-212.14	11.80	5.06	-4.59	0.31
-196.57	11.46	3.54	-4.36	0.59
-185.73	10.85	4.35	-4.53	0.84
-177.47	12.15	2.64	-4.92	0.99
-158.90	12.00	3.21	-4.95	0.35
-162.81	10.32	4.95	-4.71	0.59
-165.22	9.65	4.73	-4.39	0.28
-156.37	9.31	0.71	-4.04	0.66
-142.29	9.91	3.28	-4.07	0.78
-120.93	12.07	1.56	-4.03	0.82
-99.94	16.59	-0.79	-3.72	0.74
-92.55	19.98	1.51	-4.59	0.27
-82.52	19.35	-1.79	-5.31	-0.23
-78.93	16.64	-0.57	-4.87	0.32
-67.40	15.97	1.13	-3.89	0.86
-49.43	16.02	1.20	-4.19	0.81
-35.16	19.16	1.31	-4.47	0.79
-16.32	22.85	-2.13	-5.45	0.95
-6.80	23.14	-3.15	-5.99	0.49
0.61	22.13	-0.27	-6.04	0.20
8.31	23.50	-2.89	-5.78	0.20
18.99	26.30	-4.51	-5.47	0.26
33.43	27.49	-7.49	-5.36	1.03
49.37	30.71	-8.07	-4.98	0.60
60.78	29.64	-6.11	-4.74	0.84
69.84	28.77	-5.75	-5.02	0.59
76.33	28.21	-4.35	-5.53	0.25
81.96	24.69	-3.57	-5.70	0.44
93.26	24.77	-1.94	-5.58	-0.21
106.80	29.32	-1.37	-4.93	0.84
118.45	33.40	-3.58	-5.28	0.41
125.45	38.75	-6.90	-5.46	-0.32
129.10	41.01	-9.45	-6.61	0.48
134.95	35.85	-4.57	-6.63	0.29
144.51	31.04	-0.67	-6.72	-0.38
152.11	32.26	-0.72	-6.64	0.86
157.06	37.02	-7.22	-7.00	-0.22
162.92	40.49	-8.31	-6.72	1.29
167.75	43.99	-5.86	-6.00	0.70
168.98	42.96	-3.61	-7.14	-0.96
170.47	42.26	-5.87	-7.65	-1.25
172.14	38.96	-7.96	-6.68	-1.12
174.06	38.45	-8.90	-6.18	0.06
176.91	39.21	-9.14	-7.69	-1.02
180.49	41.27	-8.09	-8.86	-0.10
181.87	47.11	-6.07	-9.20	-0.43
180.18	49.00	-5.24	-9.01	-0.18
178.64	44.65	-6.17	-9.93	-0.47
177.58	45.33	-1.83	-11.14	-0.73
176.65	48.82	-1.63	-11.03	-0.87
174.59	44.84	-2.15	-10.65	-0.72
171.21	45.03	-1.86	-9.67	-1.02
164.39	45.89	-5.05	-9.13	-1.34
148.36	47.37	-6.28	-10.10	-0.47
127.48	44.73	-4.08	-10.65	-0.48
117.70	42.71	-1.53	-9.53	-0.55
116.78	42.48	-0.61	-8.98	-0.49
118.53	45.10	-3.33	-9.72	-0.27
117.29	46.10	-2.34	-11.41	-0.48
111.21	49.95	0.91	-11.48	0.13
102.05	49.43	0.18	-11.03	0.59
91.84	43.07	2.05	-11.12	-0.14
80.43	39.94	-0.89	-10.34	-0.17
74.98	43.63	-0.60	-11.42	0.56
74.33	44.34	2.87	-10.93	0.46
76.31	55.67	1.52	-10.88	0.25
77.15	53.44	4.12	-9.65	0.20
76.60	41.51	6.49	-8.85	-0.26
69.43	44.85	7.89	-8.31	1.21
60.07	38.36	6.48	-8.03	0.78
52.39	38.63	2.54	-7.96	0.02
51.16	45.37	1.40	-8.25	0.27
48.28	45.11	0.38	-9.22	-0.05
43.95	43.34	-0.18	-8.71	0.19
41.47	41.30	4.15	-7.83	0.07
38.66	46.57	7.86	-7.65	0.61
35.65	48.87	11.78	-7.53	0.93
29.32	48.54	6.58	-6.43	0.01
22.05	42.74	5.93	-5.35	0.16
17.23	40.19	6.74	-5.05	0.64
13.55	33.54	10.16	-5.03	1.17
8.90	26.37	13.77	-7.38	0.62
5.56	40.67	14.19	-8.03	2.04
4.75	-30.99	11.04	-7.49	0.48
-1.23	-172.82	8.91	-5.52	0.09
-6.23	-283.08	10.08	-4.33	0.21
-11.42	-287.20	3.67	-3.99	1.02
-12.27	-154.09	0.04	-3.87	0.47
-9.92	-44.44	-0.49	-5.19	1.20
-10.48	-40.40	-0.22	-4.34	1.41
-14.86	-106.85	0.35	-5.12	0.80
-23.25	-184.06	0.70	-3.37	0.07
-25.45	-225.24	2.79	-4.32	0.37
-23.40	-209.30	3.31	-3.96	-0.23
-20.00	-170.25	2.14	-3.32	0.12
-20.63	-161.97	2.46	-4.24	0.02
-19.96	-173.45	2.43	-4.60	0.48
-21.70	-208.80	2.50	-3.61	1.77
-30.37	-213.89	3.51	-0.84	1.06
-36.59	-188.49	4.59	-0.05	1.12
-37.06	-174.75	4.87	-1.59	0.01
-32.62	-173.78	5.48	-2.20	0.18
-25.91	-174.81	5.75	-3.43	-0.02
-26.53	-187.99	5.44	-2.80	0.70
-26.87	-180.95	5.20	-1.95	0.17
-31.22	-178.00	6.63	-0.62	0.69
-32.08	-187.91	7.28	-2.37	0.16
-32.11	-182.01	7.45	-3.88	0.29
-26.64	-168.84	6.80	-2.68	-0.23
-23.18	-162.77	7.21	-1.00	0.26
-20.74	-161.73	7.42	0.75	0.77
-19.59	-173.62	7.46	1.13	0.42
-21.60	-170.88	8.01	-1.74	0.80
-27.76	-153.09	8.76	-4.62	1.14
-30.07	-142.69	9.52	-4.83	1.16
-26.50	-138.32	9.61	-2.15	0.30
-20.56	-137.01	9.08	1.16	0.32
-13.99	-135.25	8.94	-2.53	0.22
-17.87	-131.57	9.72	-2.54	0.72
-20.03	-118.33	10.33	-3.09	1.15
-18.79	-100.35	11.16	-4.14	0.33
-13.37	-95.09	12.19	-3.40	-0.02
-12.61	-88.98	12.05	-2.10	0.72
-12.66	-86.47	11.73	-1.08	0.48
-10.59	-76.06	11.16	-2.62	0.84
-4.79	-67.84	10.45	-5.90	0.96
-4.17	-56.31	12.03	-5.29	0.73
-2.43	-41.10	14.99	-4.98	0.49
-0.46	-25.96	17.39	-6.92	0.53
1.19	-19.99	18.56	-7.85	0.72
1.59	-13.61	18.96	-5.12	0.51
2.06	-2.33	20.66	-4.17	0.97
1.48	3.95	22.44	-3.90	0.79
4.84	16.11	22.61	-3.83	1.40
3.35	20.09	23.56	-2.97	0.44
8.03	26.25	25.10	-5.68	0.56
10.85	35.11	24.92	-7.24	0.30
8.07	48.76	25.45	-6.42	0.53
10.17	53.16	27.29	-7.20	1.27
11.96	59.11	27.28	-7.18	1.27
13.03	58.88	25.95	-5.80	0.79
14.54	68.51	24.77	-4.33	0.39
19.53	77.80	25.40	-3.78	0.08
18.48	86.85	26.17	-3.79	1.33
18.24	87.69	28.35	-5.38	1.83
16.02	92.38	31.80	-5.78	1.40
15.28	98.75	34.10	-6.38	0.13
10.09	106.44	33.76	-8.32	-0.35
9.10	113.13	31.43	-5.62	0.01
16.27	118.76	28.30	-5.45	0.75
20.03	123.05	27.38	-6.23	0.91
22.59	124.47	28.61	-6.82	0.98
18.46	124.63	30.92	-3.71	0.34
12.39	127.14	32.53	-2.81	-0.40
10.27	128.84	34.96	-1.53	-0.06
12.10	127.71	33.32	-2.71	0.52
14.40	130.94	29.81	-4.04	-0.25
14.30	131.05	26.45	-5.59	-0.31
16.62	133.89	24.74	-5.92	0.50
16.74	134.69	25.79	-4.49	0.35
13.87	134.90	28.52	-5.79	1.05
13.10	131.75	30.14	-3.27	0.25
16.17	127.50	29.82	1.52	0.50
20.61	118.76	29.11	0.46	0.39
18.18	103.91	28.23	-2.04	0.21
12.37	90.97	28.06	-2.35	0.39
8.46	86.71	28.11	-3.02	0.72
9.14	86.12	27.07	-2.63	0.82
6.03	82.46	27.30	-1.64	0.38
4.26	80.01	25.37	-0.26	0.43
1.35	75.66	25.09	0.10	0.57
-0.30	70.15	22.32	0.92	-0.13
-1.05	68.05	23.04	-1.23	0.06
2.64	68.29	23.82	-1.33	0.18
4.62	64.61	23.16	-0.27	0.71
3.15	60.04	23.40	-0.44	0.32
-5.34	59.84	21.66	1.00	0.72
-14.29	58.20	20.80	1.07	0.42
-11.30	57.12	19.51	-0.17	0.60
-9.16	53.87	18.06	-1.59	0.22
-8.64	48.78	17.26	-1.24	0.08
-8.87	44.12	17.36	-0.66	-0.25
-9.07	43.74	18.71	1.63	0.12
-11.25	45.00	19.10	6.46	-0.13
-17.29	43.33	16.43	3.33	0.22
-18.32	38.93	15.19	0.64	-0.19
-18.92	32.67	14.60	-1.38	0.36
-18.28	29.00	13.67	-1.62	-0.13
-17.55	27.65	14.47	2.33	-0.68
-21.26	26.40	15.09	3.07	-0.10
-23.27	24.78	15.16	0.93	-0.26
-21.81	23.61	13.75	0.56	-0.10
-21.47	23.16	11.78	2.00	0.50
-21.70	17.21	10.34	1.24	0.57
-27.11	12.96	10.15	2.40	-0.83
-27.49	11.59	11.14	3.11	-0.06
-29.54	9.35	14.35	4.17	0.53
-28.92	7.74	12.95	4.04	0.39
-25.64	3.47	12.99	2.50	-0.17
-24.87	4.82	11.83	0.01	-0.56
-28.90	4.93	13.93	-1.83	-0.45
-33.65	1.73	12.76	-4.55	-0.34
-34.91	-3.36	15.05	-1.06	-0.28
-33.69	-9.04	14.95	4.53	-0.12
-31.95	-6.27	15.69	6.12	-0.63
-36.84	-1.86	13.65	1.88	-0.47
-42.19	-1.77	12.21	-2.72	0.12
-48.72	-4.23	10.79	-1.11	-0.10
-48.48	-6.21	15.83	2.55	-0.32
-41.57	-11.25	19.63	3.27	-0.30
-36.36	-11.74	20.32	3.62	0.09
-37.20	-9.42	19.08	-0.99	-0.06
-40.89	-7.52	17.83	-0.26	0.15
-44.26	-3.89	15.29	-0.54	0.45
-44.25	-2.72	17.45	-1.30	0.08
-45.02	-8.06	20.33	-0.73	0.47
-44.35	-12.11	20.21	1.97	0.13
-42.76	-16.22	21.38	1.78	-0.07
-37.91	-14.03	22.51	-2.59	0.30
-35.96	-12.03	20.20	-2.36	-0.01
-34.14	-9.63	15.70	1.44	-0.24
-27.18	-6.13	15.24	0.89	0.33
-20.47	-8.69	20.94	-2.62	-0.60
-20.72	-10.07	23.72	-2.63	-0.70
-20.74	-9.62	25.61	-0.59	-0.85
-20.80	-4.52	27.01	2.83	0.01
-22.26	-0.89	29.53	2.19	0.02
-22.52	-0.32	28.86	1.89	0.28
-20.87	-2.95	26.10	-0.82	0.35
-20.78	-3.00	24.63	-2.15	0.78
-22.35	-2.91	24.13	-3.00	0.69
-20.69	1.24	23.49	-2.38	0.86
-16.52	3.47	26.73	-0.57	0.57
-21.77	3.88	26.98	-0.27	0.28
-23.90	1.56	33.97	0.45	0.73
-20.79	0.46	34.85	-0.03	0.46
-19.27	4.60	31.62	-0.21	0.68
-21.43	8.52	27.28	-1.69	0.59
-18.46	10.48	26.16	-0.11	1.13
-21.98	9.97	24.43	-0.12	0.46
-27.19	12.26	30.74	-1.81	1.09
-28.38	12.56	37.99	-3.13	0.69
-31.97	7.34	34.32	-1.09	1.24
-31.44	6.85	29.86	2.50	1.27
-27.64	8.54	28.42	2.17	1.10
-27.87	14.29	33.06	0.99	1.56
-25.65	13.07	31.74	-3.38	1.22
-30.21	13.73	40.31	-2.98	1.19
-36.06	13.76	35.13	-1.65	1.01
-36.15	12.88	33.98	-0.63	0.99
-31.24	14.40	29.37	-1.15	1.76
-29.55	17.86	23.82	1.07	1.97
-32.39	16.10	27.45	-1.45	1.81
-35.64	13.62	29.73	-2.10	1.66
-33.68	14.08	-10.59	-3.40	1.38
-29.24	16.95	-88.71	-0.65	2.07
-27.52	21.83	-160.28	0.87	1.82
-27.11	22.71	-179.56	1.30	1.69
-24.56	19.66	-164.46	-1.55	1.54
-26.72	14.56	-117.07	-0.88	1.18
-26.96	14.98	-64.93	-1.66	1.41
-22.19	18.24	-65.65	-2.38	1.55
-22.83	18.10	-90.66	-0.94	1.53
-28.86	17.95	-136.95	0.62	1.89
-33.48	16.24	-169.32	0.89	1.84
-30.92	16.68	-164.04	0.75	1.53
-21.32	16.69	-149.45	-1.10	1.24
-22.79	16.41	-142.33	-3.48	1.15
-25.89	15.21	-146.04	-4.55	1.14
-22.29	16.26	-154.12	-0.26	0.87
-20.14	15.06	-155.75	0.26	0.85
-15.49	9.47	-162.22	4.12	1.05
-16.32	7.72	-167.27	2.18	0.86
-17.38	9.23	-159.22	0.28	0.49
-11.99	9.49	-147.92	-2.59	0.94
-13.90	13.31	-140.34	-3.37	0.78
-6.56	12.90	-142.93	-1.63	0.75
-2.59	8.67	-149.92	0.28	0.58
-6.66	3.60	-144.57	2.23	0.71
-7.91	1.37	-144.44	5.00	0.87
-10.33	3.28	-138.18	4.68	0.59
-12.58	5.25	-131.80	2.44	0.77
-3.15	2.62	-130.90	4.63	0.74
5.10	1.59	-131.36	2.67	0.79
7.22	2.04	-134.70	2.74	0.55
1.02	1.54	-124.06	5.02	0.64
2.17	2.17	-116.29	4.48	0.65
0.98	3.84	-114.93	5.03	0.29
-1.25	0.50	-103.67	2.79	0.87
4.40	-1.51	-97.55	3.73	0.52
11.65	-2.53	-92.58	4.83	0.51
10.18	-5.96	-90.59	5.44	0.37
12.93	-4.76	-88.33	5.66	0.58
11.15	-3.55	-78.03	6.45	0.16
12.07	-3.75	-67.40	5.26	0.56
10.25	-4.45	-63.47	6.11	0.45
12.21	-6.56	-61.75	10.02	0.56
10.14	-2.92	-51.65	8.25	0.54
16.13	-4.16	-42.24	7.02	0.45
11.39	-6.73	-36.15	7.34	0.56
16.82	-8.48	-23.48	7.21	0.43
14.66	-8.41	-18.53	7.00	0.31
11.24	-11.37	-12.55	8.16	0.24
14.48	-10.07	-9.93	9.36	0.20
22.26	-11.01	-4.18	7.42	0.35
24.80	-10.37	4.82	6.86	-0.11
22.89	-7.51	10.16	7.06	0.27
20.16	-9.68	17.36	7.15	0.07
19.38	-11.41	20.68	6.89	0.04
26.39	-10.13	31.18	6.80	0.17
29.83	-11.15	34.67	7.45	0.30
27.01	-9.90	36.96	2.77	0.05
26.48	-8.91	42.27	1.98	0.43
23.71	-9.78	48.06	1.27	0.21
18.74	-7.73	55.51	1.46	0.06
15.61	-7.73	63.52	1.94	0.09
16.95	-8.27	70.22	2.09	0.14
20.65	-9.60	77.17	2.04	0.01
20.92	-10.94	76.20	1.71	0.09
22.37	-11.15	76.81	1.51	0.03
19.96	-13.30	80.05	2.06	0.24
24.27	-12.74	86.27	2.54	0.19
23.78	-12.82	91.56	2.67	0.18
19.82	-11.96	92.61	2.72	0.07
18.62	-12.03	95.07	1.64	0.18
20.60	-8.42	95.81	1.54	0.17
22.19	-11.62	97.49	2.96	0.02
24.06	-12.30	95.97	3.12	0.20
15.65	-11.28	99.62	3.24	0.23
8.24	-10.48	100.43	2.99	0.30
6.53	-14.46	103.58	3.07	0.25
10.48	-16.29	102.44	2.78	0.20
17.86	-17.08	100.99	3.11	0.29
20.14	-15.84	98.93	3.54	0.41
15.46	-14.99	96.74	3.02	0.34
6.47	-10.47	93.95	1.52	0.41
5.43	-9.21	91.86	0.27	0.44
4.09	-9.94	88.15	0.77	0.38
5.38	-11.64	80.20	1.86	0.29
12.06	-15.01	68.73	2.00	0.26
13.58	-17.93	61.63	2.26	0.28
15.53	-15.79	56.92	1.89	0.47
14.86	-13.72	54.92	2.07	0.46
11.22	-15.19	55.27	2.73	0.53
4.77	-12.64	53.84	2.81	0.59
3.57	-12.06	50.29	3.04	0.57
8.24	-14.91	44.08	2.41	0.35
10.19	-16.44	43.13	2.33	0.48
10.05	-13.26	45.91	2.50	0.58
8.55	-8.89	46.27	2.77	0.53
9.16	-9.19	43.86	2.63	0.56
10.89	-13.83	38.61	3.05	0.57
11.60	-18.69	33.61	3.38	0.41
8.90	-19.85	31.38	3.89	0.68
7.53	-15.81	32.58	3.52	0.73
8.52	-12.41	30.41	3.79	0.78
13.02	-11.33	30.06	4.55	0.72
16.10	-13.52	26.77	4.87	0.71
13.76	-15.05	26.86	4.67	0.69
11.78	-15.63	24.57	4.74	1.01
7.04	-14.92	20.04	4.33	0.98
7.71	-13.46	16.64	4.27	1.12
8.65	-14.89	14.70	4.70	0.98
9.19	-16.41	12.26	4.78	1.02
11.42	-18.58	9.76	4.77	0.92
12.19	-20.37	5.56	4.75	0.88
10.61	-20.14	3.94	5.14	0.78
10.47	-19.66	2.58	5.28	0.59
11.23	-18.73	1.62	5.42	0.77
10.82	-14.95	2.71	5.85	0.83
9.65	-11.11	3.12	6.13	0.84
8.22	-11.35	1.52	6.27	0.74
9.22	-15.22	-0.43	5.85	0.90
10.89	-22.09	-5.26	6.20	0.89
10.39	-26.00	-8.85	6.43	0.71
11.26	-24.71	-9.19	6.17	0.75
11.01	-21.88	-9.04	6.18	0.79
10.44	-18.26	-10.19	6.54	0.78
10.21	-17.05	-10.25	6.92	0.68
11.92	-17.33	-11.98	7.23	0.84
15.13	-18.02	-14.21	7.45	0.80
17.85	-5.63	-12.83	7.17	0.82
19.37	-6.08	-12.11	7.19	0.77
18.62	-6.55	-13.28	7.36	0.88
22.72	-5.07	-14.38	7.95	0.89
24.92	-4.84	-14.16	9.35	0.77
29.18	-3.73	-13.86	10.09	0.66
29.09	-5.48	-13.98	11.00	0.57
28.88	-6.04	-13.64	12.27	0.78
27.47	-6.74	-13.31	12.46	0.70
32.89	-6.88	-14.90	13.45	0.59
40.24	-5.31	-0.05	13.89	0.68
48.50	-3.01	1.93	14.98	0.71
49.38	-2.79	1.49	15.90	0.73
46.47	-4.09	0.41	16.26	0.68
47.92	-6.35	-0.17	16.25	0.77
49.24	-6.85	-0.43	15.20	0.61
52.30	-7.05	-0.54	14.77	0.53
51.61	-7.19	0.29	15.60	0.56
57.43	-4.39	1.32	16.59	0.57
59.32	-4.57	1.04	16.89	0.70
61.34	-4.96	-0.30	17.88	0.71
64.53	-5.95	-0.65	18.36	0.71
66.81	-6.58	-0.97	18.28	0.41
65.20	-7.21	-0.74	18.07	0.42
65.16	-9.28	-0.57	17.97	0.40
67.94	-7.69	-0.77	17.31	0.76
73.00	-4.87	-0.63	17.30	0.61
76.33	-6.79	-1.21	17.37	0.58
80.75	-5.54	-1.27	18.11	0.46
76.67	-10.38	-0.84	18.99	0.47
76.93	-10.87	0.40	18.59	0.52
75.55	-13.09	1.56	17.40	0.56
71.62	-10.54	1.16	16.39	0.59
73.91	-12.16	0.58	16.31	0.64
83.15	-16.82	1.16	16.52	0.53
89.51	-18.92	2.52	17.11	0.61
84.14	-21.04	4.42	16.81	0.78
75.88	-20.57	6.34	17.11	0.66
70.99	-16.84	7.29	16.34	0.63
72.12	-19.49	7.96	16.20	0.41
